Name,Author,Rating,Reviews,Price,Year,Genre,User Rating
What Should Danny Do? (The Power to Choose Series),Adir Levy,,8170,13,2019,Fiction,4.8
Where the Crawdads Sing,Delia Owens,,87841,15,2019,Fiction,4.8
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,,9413,8,2019,Fiction,4.9
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,,14331,8,2019,Non Fiction,4.7
A Promised Land,Barack Obama,,121109,16,2020,Non Fiction,4.9
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,,66795,14,2020,Fiction,4.6
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,,73216,12,2020,Non Fiction,4.8
Becoming,Michelle Obama,,118767,21,2020,Non Fiction,4.8
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,,38969,5,2020,Fiction,4.9
Burn After Writing,Sharon Jones,,36689,7,2020,Non Fiction,4.6
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,,38318,15,2020,Non Fiction,4.8
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,,30145,5,2020,Fiction,4.9
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,,41021,6,2020,Fiction,4.9
Educated: A Memoir,Tara Westover,,61064,13,2020,Non Fiction,4.7
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,,19558,14,2020,Non Fiction,4.7
Giraffes Can't Dance,Giles Andreae,,27722,6,2020,Fiction,4.8
Greenlights,Matthew McConaughey,,52217,16,2020,Non Fiction,4.7
How to Be an Antiracist,Ibram X. Kendi,,24386,17,2020,Non Fiction,4.7
How to Catch a Mermaid,Adam Wallace,,26660,5,2020,Fiction,4.8
How to Catch a Unicorn,Adam Wallace,,29902,5,2020,Fiction,4.8
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",,19138,5,2020,Non Fiction,4.7
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,,29913,7,2020,Non Fiction,4.8
I Love You to the Moon and Back,Amelia Hepworth,,51188,4,2020,Fiction,4.9
If Animals Kissed Good Night,Ann Whitford Paul,,63659,4,2020,Fiction,4.8
Little Fires Everywhere: A Novel,Celeste Ng,,53363,10,2020,Fiction,4.5
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,,23944,13,2020,Non Fiction,4.8
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,,24352,17,2020,Non Fiction,4.9
Midnight Sun,Stephenie Meyer,,79334,14,2020,Fiction,4.8
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,,16097,19,2020,Non Fiction,4.8
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,,69801,5,2020,Non Fiction,4.8
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,,17639,7,2020,Non Fiction,4.8
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,,20182,8,2020,Non Fiction,4.8
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,,39234,10,2020,Non Fiction,4.8
Rage,Bob Woodward,,33469,8,2020,Non Fiction,4.6
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,,60501,6,2020,Non Fiction,4.8
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,62463,8,2020,Non Fiction,4.8
The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,,43745,14,2020,Fiction,4.7
The Big Book of Silly Jokes for Kids,Carole P. Roman,,18142,6,2020,Non Fiction,4.7
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,,44642,11,2020,Non Fiction,4.8
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,,93749,10,2020,Fiction,4.8
The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,,38674,7,2020,Fiction,4.9
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,75798,8,2020,Non Fiction,4.7
The Room Where It Happened: A White House Memoir,John Bolton,,49087,13,2020,Non Fiction,4.3
The Silent Patient,Alex Michaelides,,102544,20,2020,Fiction,4.5
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,,26537,17,2020,Non Fiction,4.7
The Vanishing Half: A Novel,Brit Bennett,,83490,13,2020,Fiction,4.4
The Very Hungry Caterpillar,Eric Carle,,47260,5,2020,Fiction,4.9
The Wonky Donkey,Craig Smith,,68099,5,2020,Fiction,4.8
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,,100534,10,2020,Non Fiction,4.6
Untamed,Glennon Doyle,,49978,16,2020,Non Fiction,4.6
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,,35772,12,2020,Fiction,4.0
What Should Danny Do? (The Power to Choose Series),Adir Levy,,20918,14,2020,Fiction,4.8
Where the Crawdads Sing,Delia Owens,,208915,12,2020,Fiction,4.8
White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,,38798,8,2020,Non Fiction,4.5
1984,George Orwell,,60381,7,2021,Fiction,4.7
American Marxism,Mark R. Levin,,29510,14,2021,Non Fiction,4.9
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,,7556,18,2021,Non Fiction,4.8
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,,73216,12,2021,Non Fiction,4.8
Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,,12259,7,2021,Fiction,4.9
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,,38969,5,2021,Fiction,4.9
Burn After Writing (Pink),Sharon Jones,,23145,7,2021,Non Fiction,4.6
Call Us What We Carry: Poems,Amanda Gorman,,2873,14,2021,Fiction,4.9
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,,38319,15,2021,Non Fiction,4.8
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,,30513,9,2021,Non Fiction,4.8
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,,18740,7,2021,Fiction,4.9
"Dune (Dune Chronicles, Book 1)",Frank Herbert,,52262,12,2021,Fiction,4.7
Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,,35580,20,2021,Fiction,4.7
Greenlights,Matthew McConaughey,,52217,16,2021,Non Fiction,4.7
Grumpy Monkey,Suzanne Lang,,20714,7,2021,Fiction,4.8
How to Catch a Mermaid,Adam Wallace,,26660,5,2021,Fiction,4.8
How to Win Friends & Influence People,Dale Carnegie,,61283,11,2021,Non Fiction,4.7
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,,29913,7,2021,Non Fiction,4.8
I Love You to the Moon and Back,Amelia Hepworth,,51188,4,2021,Fiction,4.9
If Animals Kissed Good Night,Ann Whitford Paul,,63658,4,2021,Fiction,4.8
It Ends with Us: A Novel (1),Colleen Hoover,,76135,11,2021,Fiction,4.7
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,,69801,5,2021,Non Fiction,4.8
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,,39852,16,2021,Non Fiction,4.6
"Oh, the Places You'll Go!  ",Dr. Seuss,,35287,9,2021,Fiction,4.9
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,,20182,8,2021,Non Fiction,4.8
Peril,Bob Woodward,,16861,15,2021,Non Fiction,4.6
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,,25374,21,2021,Non Fiction,4.8
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,,71078,13,2021,Non Fiction,4.7
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,,60501,6,2021,Non Fiction,4.8
"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,,11921,10,2021,Non Fiction,4.7
The 48 Laws of Power,Robert Greene,,38568,12,2021,Non Fiction,4.7
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,62463,8,2021,Non Fiction,4.8
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,,71252,9,2021,Fiction,4.7
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,,44642,11,2021,Non Fiction,4.8
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,,93749,10,2021,Fiction,4.8
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,75798,8,2021,Non Fiction,4.7
The Four Winds: A Novel,Kristin Hannah,,96810,14,2021,Fiction,4.5
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,,14385,10,2021,Fiction,4.9
The Last Thing He Told Me: A Novel,Laura Dave,,77903,14,2021,Fiction,4.3
The Midnight Library: A Novel,Matt Haig,,144313,13,2021,Fiction,4.3
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,,14575,20,2021,Non Fiction,4.8
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,,60969,9,2021,Fiction,4.6
The Song of Achilles: A Novel,Madeline Miller,,38186,10,2021,Fiction,4.7
The Storyteller: Tales of Life and Music,Dave Grohl,,14463,18,2021,Non Fiction,4.8
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,,64073,14,2021,Non Fiction,4.6
The Very Hungry Caterpillar,Eric Carle,,47260,5,2021,Fiction,4.9
The Wonderful Things You Will Be,Emily Winfield Martin,,20920,9,2021,Fiction,4.9
They Both Die at the End,Adam Silvera,,22602,8,2021,Fiction,4.7
Untamed,Glennon Doyle,,49978,16,2021,Non Fiction,4.6
We Were Liars,E. Lockhart,,34117,6,2021,Fiction,4.5
Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,,29402,11,2022,Non Fiction,4.4
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,,7556,18,2022,Non Fiction,4.8
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,,73215,12,2022,Non Fiction,4.8
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,,38969,5,2022,Fiction,4.9
Burn After Writing (Pink),Sharon Jones,,23146,7,2022,Non Fiction,4.6
"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,,23735,13,2022,Non Fiction,4.8
House of Sky and Breath (Crescent City),Sarah J. Maas,,14327,18,2022,Fiction,4.8
How to Catch a Leprechaun,Adam Wallace,,6020,10,2022,Fiction,4.8
How to Win Friends & Influence People,Dale Carnegie,,61283,11,2022,Non Fiction,4.7
I Love You to the Moon and Back,Amelia Hepworth,,51188,4,2022,Fiction,4.9
If Animals Kissed Good Night,Ann Whitford Paul,,63658,4,2022,Fiction,4.8
It Ends with Us: A Novel (1),Colleen Hoover,,76137,11,2022,Fiction,4.7
Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,Tony Robbins,,1213,20,2022,Non Fiction,4.5
Little Blue Truck's Valentine,Alice Schertle,,6959,11,2022,Fiction,4.9
Llama Llama I Love You,Anna Dewdney,,9361,5,2022,Fiction,4.8
Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,,2438,14,2022,Fiction,4.7
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,,69801,5,2022,Non Fiction,4.8
My Little Golden Book About Betty White,Deborah Hopkinson,,4910,6,2022,Non Fiction,4.9
November 9: A Novel,Colleen Hoover,,17592,13,2022,Fiction,4.7
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,,1685,21,2022,Non Fiction,4.5
Rand McNally 2022 Large Scale Road Atlas,Rand McNally,,10404,17,2022,Non Fiction,4.7
Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,,3366,18,2022,Non Fiction,4.8
Reminders of Him: A Novel,Colleen Hoover,,56049,13,2022,Fiction,4.7
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,,71078,7,2022,Non Fiction,4.7
"Run, Rose, Run: A Novel",James Patterson,,4828,18,2022,Fiction,4.5
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,,60501,6,2022,Non Fiction,4.8
The 1619 Project: A New Origin Story,Nikole Hannah-Jones,,6657,23,2022,Non Fiction,4.8
The 48 Laws of Power,Robert Greene,,38568,12,2022,Non Fiction,4.7
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,62462,8,2022,Non Fiction,4.8
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,,71252,9,2022,Fiction,4.7
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,,44642,11,2022,Non Fiction,4.8
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,,93749,10,2022,Fiction,4.8
The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,,5349,32,2022,Fiction,4.8
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,,75798,8,2022,Non Fiction,4.7
The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,,3098,18,2022,Non Fiction,4.7
The Last Thing He Told Me: A Novel,Laura Dave,,77903,14,2022,Fiction,4.3
The Lincoln Highway: A Novel,Amor Towles,,38675,18,2022,Fiction,4.4
The Love Hypothesis,Ali Hazelwood,,24858,11,2022,Fiction,4.6
The Maid: A Novel,Nita Prose,,17988,17,2022,Fiction,4.3
The Midnight Library: A Novel,Matt Haig,,144314,13,2022,Fiction,4.3
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,,14575,20,2022,Non Fiction,4.8
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,,60969,9,2022,Fiction,4.6
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,,64073,14,2022,Non Fiction,4.6
The Very Hungry Caterpillar,Eric Carle,,47260,5,2022,Fiction,4.9
"The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond",Stephen Perrine,,206,20,2022,Non Fiction,4.2
The Wonderful Things You Will Be,Emily Winfield Martin,,20920,9,2022,Fiction,4.9
Ugly Love: A Novel,Colleen Hoover,,33929,10,2022,Fiction,4.7
Verity,Colleen Hoover,,71826,11,2022,Fiction,4.6
What to Expect When You're Expecting,Heidi Murkoff,,27052,13,2022,Non Fiction,4.8
Where the Crawdads Sing,Delia Owens,,208917,10,2022,Fiction,4.8
